customerID,Service Line,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod
3798-EPWRR,Tax,No,No,2,Month-to-month,No,Electronic check
1376-HHBDV,Advisory,No,No,30,Month-to-month,Yes,Mailed check
9436-ZBZCT,Audit,No,No,14,Month-to-month,Yes,Electronic check
4797-MIWUM,Consulting,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic)
7198-GLXTC,EA,No,No,2,Month-to-month,No,Electronic check
0455-ENTCR,Tax,Yes,No,66,Two year,No,Electronic check
0463-WZZKO,Advisory,No,No,3,Month-to-month,Yes,Credit card (automatic)
6849-WLEYG,Audit,No,Yes,1,Month-to-month,No,Mailed check
9281-CEDRU,Consulting,Yes,No,68,Two year,No,Bank transfer (automatic)
8861-HGGKB,EA,No,No,10,Month-to-month,No,Electronic check
9139-WQQDY,Tax,Yes,Yes,49,One year,No,Mailed check
8204-TIFGJ,Advisory,No,No,23,Month-to-month,Yes,Bank transfer (automatic)
9290-SHCMB,Audit,No,No,13,Month-to-month,Yes,Electronic check
6734-JDTTV,Consulting,Yes,Yes,65,Two year,Yes,Credit card (automatic)
5697-GOMBF,EA,Yes,Yes,28,Month-to-month,Yes,Electronic check
5644-PDMZC,Tax,No,No,2,Month-to-month,No,Electronic check
3987-KQDDU,Advisory,No,No,9,Month-to-month,No,Electronic check
4176-FXYBO,Audit,Yes,No,54,Month-to-month,No,Electronic check
0074-HDKDG,Consulting,Yes,Yes,25,One year,Yes,Bank transfer (automatic)
1635-HDGFT,EA,No,Yes,19,Two year,No,Mailed check
2790-XUYMV,Tax,No,Yes,71,One year,Yes,Credit card (automatic)
3982-JGSFD,Advisory,No,No,36,One year,Yes,Credit card (automatic)
8573-CGOCC,Audit,No,No,16,Month-to-month,No,Credit card (automatic)
8515-OCTJS,Consulting,No,No,25,Two year,No,Credit card (automatic)
3115-JPJDD,EA,Yes,No,59,One year,Yes,Credit card (automatic)
0562-HKHML,Tax,Yes,Yes,71,Two year,No,Credit card (automatic)
4187-CINZD,Advisory,No,No,46,One year,No,Credit card (automatic)
5840-NVDCG,Audit,Yes,Yes,16,Two year,No,Bank transfer (automatic)
8610-WFCJF,Consulting,Yes,Yes,49,Month-to-month,Yes,Electronic check
6840-RESVB,EA,Yes,Yes,24,One year,Yes,Mailed check
7881-EVUAD,Tax,No,No,2,Month-to-month,Yes,Electronic check
1697-BCSHV,Advisory,Yes,Yes,58,Month-to-month,Yes,Bank transfer (automatic)
7577-SWIFR,Audit,No,No,1,Month-to-month,Yes,Electronic check
7460-ITWWP,Consulting,Yes,No,45,Month-to-month,Yes,Electronic check
6608-QQLVK,EA,No,No,1,Month-to-month,Yes,Electronic check
2761-XECQW,Tax,Yes,No,8,Month-to-month,Yes,Mailed check
7270-BDIOA,Advisory,No,No,22,Month-to-month,Yes,Electronic check
0052-DCKON,Audit,Yes,No,66,One year,No,Bank transfer (automatic)
3235-ETOOB,Consulting,Yes,No,8,Month-to-month,Yes,Electronic check
3865-YIOTT,EA,Yes,Yes,72,One year,Yes,Bank transfer (automatic)
7771-CFQRQ,Tax,Yes,Yes,47,Two year,No,Bank transfer (automatic)
8111-RKSPX,Advisory,No,No,4,Month-to-month,Yes,Bank transfer (automatic)
6311-UEUME,Audit,No,No,29,Month-to-month,Yes,Electronic check
3963-RYFNS,Consulting,No,No,72,Two year,Yes,Bank transfer (automatic)
6127-ISGTU,EA,Yes,No,16,Month-to-month,Yes,Electronic check
4234-XTNEA,Tax,No,No,2,Month-to-month,Yes,Electronic check
7551-JOHTI,Advisory,No,No,1,Month-to-month,No,Mailed check
3533-UVMOM,Audit,Yes,No,68,Two year,No,Bank transfer (automatic)
6551-ZCOTS,Consulting,No,No,33,One year,Yes,Bank transfer (automatic)
9063-ZGTUY,EA,Yes,Yes,61,Month-to-month,Yes,Mailed check
4816-LXZYW,Tax,No,No,23,Month-to-month,Yes,Electronic check
6937-GCDGQ,Advisory,Yes,Yes,19,One year,Yes,Bank transfer (automatic)
7321-ZNSLA,Audit,Yes,Yes,13,Two year,No,Mailed check
2057-ZBLPD,Consulting,Yes,No,21,Month-to-month,Yes,Electronic check
0471-ARVMX,EA,Yes,No,62,One year,Yes,Electronic check
1984-GPTEH,Tax,No,No,29,Month-to-month,No,Electronic check
1576-PFZIW,Advisory,Yes,No,70,Two year,No,Credit card (automatic)
8378-LKJAF,Audit,Yes,Yes,38,Month-to-month,Yes,Credit card (automatic)
2091-RFFBA,Consulting,No,No,31,Month-to-month,Yes,Electronic check
7153-OANIO,EA,No,No,1,Month-to-month,No,Electronic check
3085-QUOZK,Tax,No,No,1,Month-to-month,No,Mailed check
3850-OKINF,Advisory,Yes,Yes,71,One year,Yes,Electronic check
1354-YZFNB,Audit,Yes,Yes,4,Two year,No,Credit card (automatic)
8183-ONMXC,Consulting,No,No,2,Month-to-month,No,Electronic check
3137-LUPIX,EA,No,No,4,Month-to-month,Yes,Mailed check
3705-RHRFR,Tax,Yes,No,69,Two year,No,Bank transfer (automatic)
0083-PIVIK,Advisory,No,No,64,One year,No,Electronic check
8782-NUUOL,Audit,No,No,60,One year,No,Mailed check
8000-REIQB,Consulting,No,No,1,Month-to-month,Yes,Electronic check
4191-XOVOM,EA,No,No,63,Month-to-month,No,Electronic check
9631-RXVJM,Tax,No,No,35,Two year,No,Mailed check
2528-HFYZX,Advisory,Yes,No,17,Month-to-month,Yes,Electronic check
4159-NAAIX,Audit,No,No,63,Two year,No,Bank transfer (automatic)
1697-NVVGY,Consulting,Yes,No,19,Month-to-month,No,Bank transfer (automatic)
0115-TFERT,EA,Yes,No,21,Month-to-month,Yes,Electronic check
8421-WZOOW,Tax,Yes,Yes,57,Month-to-month,Yes,Credit card (automatic)
3345-PBBFH,Advisory,Yes,No,8,Month-to-month,Yes,Bank transfer (automatic)
6490-FGZAT,Audit,No,No,6,Month-to-month,No,Mailed check
5317-FLPJF,Consulting,No,No,66,Two year,Yes,Bank transfer (automatic)
3795-GWTRD,EA,Yes,Yes,63,Two year,No,Credit card (automatic)
8417-GSODA,Tax,Yes,Yes,28,One year,No,Bank transfer (automatic)
7850-VWJUU,Advisory,No,No,23,Month-to-month,Yes,Bank transfer (automatic)
1498-DQNRX,Audit,Yes,No,29,Month-to-month,No,Mailed check
8490-BXHEO,Consulting,No,No,18,Month-to-month,Yes,Credit card (automatic)
3160-TYXLT,EA,No,No,53,Month-to-month,Yes,Bank transfer (automatic)
3468-DRVQJ,Tax,Yes,Yes,10,One year,No,Electronic check
4835-YSJMR,Advisory,No,No,39,Two year,Yes,Bank transfer (automatic)
6217-TOWGS,Audit,Yes,No,17,Month-to-month,Yes,Bank transfer (automatic)
0048-LUMLS,Consulting,Yes,Yes,37,One year,No,Credit card (automatic)
3769-MHZNV,EA,Yes,Yes,33,Two year,No,Mailed check
6668-CNMFP,Tax,Yes,Yes,19,One year,Yes,Bank transfer (automatic)
0567-GGCAC,Advisory,No,No,7,Month-to-month,No,Electronic check
0260-ZDLGK,Audit,No,Yes,9,Month-to-month,Yes,Mailed check
3308-JSGML,Consulting,Yes,No,59,Two year,Yes,Credit card (automatic)
0036-IHMOT,EA,Yes,Yes,55,One year,Yes,Bank transfer (automatic)
9763-PDTKK,Tax,No,No,4,Month-to-month,Yes,Bank transfer (automatic)
8727-JQFHV,Advisory,Yes,Yes,57,Two year,No,Mailed check
4304-TSPVK,Audit,Yes,No,68,Two year,No,Bank transfer (automatic)
5148-ORICT,Consulting,Yes,No,64,Two year,Yes,Mailed check
2234-XADUH,EA,Yes,Yes,72,One year,Yes,Credit card (automatic)
5383-MMTWC,Tax,Yes,No,8,Month-to-month,Yes,Electronic check
8513-OLYGY,Advisory,Yes,No,72,Two year,No,Credit card (automatic)
5133-POWUA,Audit,No,No,1,Month-to-month,Yes,Mailed check
6244-BESBM,Consulting,Yes,Yes,69,Two year,Yes,Credit card (automatic)
1206-EHBDD,EA,Yes,No,56,Two year,No,Bank transfer (automatic)
4283-IVYCI,Tax,No,No,9,Month-to-month,No,Mailed check
9804-ICWBG,Advisory,No,No,1,Month-to-month,Yes,Electronic check
4759-PXTAN,Audit,Yes,No,59,One year,Yes,Electronic check
2694-CIUMO,Consulting,No,No,12,Month-to-month,Yes,Credit card (automatic)
0219-YTZUE,EA,Yes,Yes,4,Month-to-month,Yes,Bank transfer (automatic)
6168-WFVVF,Tax,No,No,3,Month-to-month,Yes,Electronic check
7794-JASDG,Advisory,No,No,1,Month-to-month,Yes,Mailed check
0468-YRPXN,Audit,No,No,29,Month-to-month,Yes,Credit card (automatic)
4973-MGTON,Consulting,Yes,No,71,Two year,Yes,Credit card (automatic)
6543-JXSOO,EA,Yes,Yes,23,One year,Yes,Mailed check
1222-LRYKO,Tax,No,Yes,6,Month-to-month,No,Mailed check
5917-HBSDW,Advisory,Yes,Yes,37,Month-to-month,No,Electronic check
0496-AHOOK,Audit,Yes,No,24,One year,No,Bank transfer (automatic)
2040-VZIKE,Consulting,Yes,No,49,Month-to-month,Yes,Mailed check
3737-GCSPV,EA,Yes,No,11,Month-to-month,Yes,Credit card (automatic)
2578-JQPHZ,Tax,No,No,44,Two year,No,Bank transfer (automatic)
6674-KVJHG,Advisory,No,No,11,One year,No,Electronic check
1395-OFUWC,Audit,Yes,Yes,43,Month-to-month,No,Credit card (automatic)
6689-KXGBO,Consulting,No,No,1,Month-to-month,No,Electronic check
3389-KTRXV,EA,Yes,Yes,23,Two year,No,Mailed check
6575-SUVOI,Tax,Yes,No,25,Month-to-month,Yes,Credit card (automatic)
8107-KNCIM,Advisory,Yes,No,14,Month-to-month,Yes,Electronic check
4547-KQRTM,Audit,No,No,10,Month-to-month,Yes,Bank transfer (automatic)
5566-SOEZD,Consulting,Yes,Yes,27,One year,Yes,Credit card (automatic)
5052-PNLOS,EA,No,No,3,Month-to-month,Yes,Bank transfer (automatic)
7554-NEWDD,Tax,No,No,10,Two year,No,Bank transfer (automatic)
9708-HPXWZ,Advisory,No,No,5,Month-to-month,No,Credit card (automatic)
5939-SXWHM,Audit,Yes,Yes,48,Two year,No,Bank transfer (automatic)
7351-KYHQH,Consulting,No,No,7,Month-to-month,Yes,Electronic check
6281-FKEWS,EA,No,No,44,One year,Yes,Electronic check
1597-FZREH,Tax,No,No,2,Month-to-month,No,Electronic check
2919-HBCJO,Advisory,No,No,4,Month-to-month,Yes,Bank transfer (automatic)
5394-SVGJV,Audit,No,No,37,Month-to-month,No,Bank transfer (automatic)
6112-KTHFQ,Consulting,No,No,13,Month-to-month,Yes,Mailed check
1898-JSNDC,EA,No,No,39,One year,Yes,Credit card (automatic)
7995-ZHHNZ,Tax,Yes,No,42,One year,No,Credit card (automatic)
2165-VOEGB,Advisory,No,Yes,46,One year,Yes,Bank transfer (automatic)
7746-QYVCO,Audit,Yes,Yes,16,One year,Yes,Mailed check
5126-RCXYW,Consulting,Yes,Yes,54,Two year,No,Credit card (automatic)
5951-AOFIH,EA,No,No,33,Month-to-month,Yes,Credit card (automatic)
2582-FFFZR,Tax,No,No,22,Month-to-month,Yes,Electronic check
2758-RNWXS,Advisory,No,No,35,One year,Yes,Electronic check
9986-BONCE,Audit,No,No,4,Month-to-month,No,Bank transfer (automatic)
8559-WNQZS,Consulting,No,No,1,Two year,No,Mailed check
4980-URKXC,EA,Yes,No,36,One year,No,Bank transfer (automatic)
3099-OONVS,Tax,Yes,Yes,25,Month-to-month,No,Electronic check
2710-WYVXG,Advisory,No,No,3,Two year,No,Mailed check
5590-BYNII,Audit,No,No,22,Month-to-month,Yes,Electronic check
0265-PSUAE,Consulting,Yes,Yes,16,Month-to-month,No,Bank transfer (automatic)
8152-UOBNY,EA,No,No,50,One year,Yes,Electronic check
8003-EWNDZ,Tax,No,No,10,Month-to-month,Yes,Electronic check
4404-HIBDJ,Advisory,No,No,25,One year,No,Mailed check
5959-BELXA,Audit,No,No,32,Month-to-month,Yes,Credit card (automatic)
7643-RCHXS,Consulting,Yes,Yes,63,Two year,No,Electronic check
4468-YDOVK,EA,No,Yes,5,Month-to-month,Yes,Bank transfer (automatic)
8919-FYFQZ,Tax,Yes,No,44,Month-to-month,Yes,Electronic check
5565-FILXA,Advisory,No,No,16,Month-to-month,Yes,Electronic check
5815-HGGHV,Audit,Yes,No,20,One year,Yes,Mailed check
1552-AAGRX,Consulting,No,No,30,Month-to-month,No,Bank transfer (automatic)
7269-JISCY,EA,No,No,55,One year,No,Bank transfer (automatic)
5446-DKWYW,Tax,Yes,Yes,61,One year,Yes,Electronic check
3506-LCJDC,Advisory,Yes,Yes,1,Month-to-month,No,Bank transfer (automatic)
0956-ACVZC,Audit,No,No,54,One year,Yes,Credit card (automatic)
2482-CZGBB,Consulting,No,No,10,Month-to-month,Yes,Electronic check
6682-QJDGB,EA,No,Yes,40,Month-to-month,Yes,Mailed check
3128-YOVTD,Tax,Yes,Yes,51,Month-to-month,Yes,Bank transfer (automatic)
1090-ESELR,Advisory,Yes,Yes,72,Two year,No,Bank transfer (automatic)
9570-KYEUA,Audit,No,No,64,Two year,No,Credit card (automatic)
4707-MAXGU,Consulting,Yes,No,72,Two year,No,Credit card (automatic)
7872-BAAZR,EA,Yes,Yes,53,One year,No,Bank transfer (automatic)
2592-SEIFQ,Tax,No,No,3,Month-to-month,No,Electronic check
9603-OAIHC,Advisory,No,No,1,Month-to-month,Yes,Electronic check
0637-UBJRP,Audit,Yes,Yes,13,Month-to-month,No,Electronic check
5057-LCOUI,Consulting,No,No,39,Month-to-month,Yes,Electronic check
2754-XBHTB,EA,No,No,9,Month-to-month,Yes,Bank transfer (automatic)
6518-KZXCB,Tax,No,No,22,Two year,No,Mailed check
5331-RGMTT,Advisory,Yes,No,54,Month-to-month,Yes,Credit card (automatic)
1430-SFQSA,Audit,No,No,29,One year,No,Mailed check
2889-FPWRM,Consulting,Yes,No,72,One year,Yes,Bank transfer (automatic)
2251-PYLPB,EA,Yes,No,72,Two year,No,Credit card (automatic)
6599-RCLCJ,Tax,Yes,No,47,Month-to-month,Yes,Electronic check
5155-AZQPB,Advisory,Yes,Yes,28,Month-to-month,No,Mailed check
8167-GJLRN,Audit,No,No,3,Month-to-month,No,Electronic check
4304-XUMGI,Consulting,Yes,Yes,50,Two year,Yes,Bank transfer (automatic)
4510-HIMLV,EA,No,No,1,Month-to-month,Yes,Electronic check
5349-IECLD,Tax,No,No,2,Month-to-month,No,Electronic check
3717-OEAUQ,Advisory,No,No,2,Month-to-month,No,Mailed check
1984-FCOWB,Audit,Yes,No,70,One year,Yes,Electronic check
5973-EJGDP,Consulting,No,No,51,Month-to-month,Yes,Electronic check
2378-VTKDH,EA,Yes,No,65,Month-to-month,Yes,Electronic check
7274-RTAPZ,Tax,No,No,1,Month-to-month,Yes,Electronic check
0811-GSDTP,Advisory,No,Yes,13,Month-to-month,No,Electronic check
1450-GALXR,Audit,No,No,10,Month-to-month,Yes,Electronic check
8380-MQINP,Consulting,Yes,Yes,55,Two year,No,Mailed check
9210-IAHGH,EA,No,No,7,Month-to-month,Yes,Credit card (automatic)
1179-INLAT,Tax,No,No,3,One year,Yes,Mailed check
0756-MPZRL,Advisory,No,No,46,One year,No,Credit card (automatic)
4369-NYSCF,Audit,No,No,56,One year,Yes,Bank transfer (automatic)
7017-VFHAY,Consulting,Yes,Yes,61,Two year,No,Credit card (automatic)
1485-YDHMM,EA,Yes,Yes,52,Month-to-month,Yes,Bank transfer (automatic)
1041-RXHRA,Tax,No,No,41,Month-to-month,No,Bank transfer (automatic)
3696-DFHHB,Advisory,No,No,68,Two year,No,Bank transfer (automatic)
9917-KWRBE,Audit,Yes,Yes,41,One year,Yes,Credit card (automatic)
2391-IPLOP,Consulting,Yes,Yes,50,One year,Yes,Electronic check
3669-WHAFY,EA,Yes,No,71,Two year,Yes,Credit card (automatic)
0921-OHLVP,Tax,No,No,22,Month-to-month,No,Electronic check
8514-VZHEB,Advisory,Yes,Yes,59,Two year,No,Mailed check
7326-RIGQZ,Audit,Yes,Yes,6,Month-to-month,Yes,Electronic check
7951-QKZPL,Consulting,Yes,Yes,33,Two year,Yes,Mailed check
7812-FZHPE,EA,Yes,Yes,17,Month-to-month,No,Mailed check
6322-HRPFA,Tax,Yes,Yes,49,Month-to-month,No,Credit card (automatic)
2302-OUZXB,Advisory,Yes,No,72,Two year,No,Bank transfer (automatic)
7029-RPUAV,Audit,Yes,No,17,Month-to-month,Yes,Credit card (automatic)
7105-BENQF,Consulting,No,Yes,15,One year,No,Mailed check
2466-NEJOJ,EA,Yes,Yes,8,Month-to-month,No,Credit card (automatic)
1852-XEMDW,Tax,No,No,22,Month-to-month,No,Mailed check
2263-SFSQZ,Advisory,Yes,Yes,51,Two year,Yes,Mailed check
5712-AHQNN,Audit,No,No,43,Month-to-month,Yes,Electronic check
9743-DQKQW,Consulting,No,No,3,Month-to-month,No,Electronic check
8552-OBVRU,EA,Yes,Yes,48,Month-to-month,Yes,Electronic check
4086-ATNFV,Tax,Yes,Yes,34,One year,Yes,Mailed check
2403-BCASL,Advisory,Yes,Yes,41,One year,Yes,Electronic check
8561-NMTBD,Audit,Yes,Yes,67,One year,Yes,Credit card (automatic)
5448-VWNAM,Consulting,No,Yes,19,Month-to-month,Yes,Mailed check
8769-KKTPH,EA,Yes,Yes,63,One year,Yes,Credit card (automatic)
7831-QGOXH,Tax,No,No,18,Month-to-month,Yes,Electronic check
2480-JZOSN,Advisory,Yes,No,1,Month-to-month,Yes,Mailed check
2982-VPSGI,Audit,Yes,No,11,Month-to-month,Yes,Electronic check
8496-DMZUK,Consulting,No,No,30,One year,No,Bank transfer (automatic)
3858-VOBET,EA,No,No,23,Month-to-month,Yes,Electronic check
4484-GLZOU,Tax,Yes,No,52,Month-to-month,Yes,Electronic check
0594-UFTUL,Advisory,Yes,Yes,13,Month-to-month,Yes,Mailed check
0757-WCUUZ,Audit,Yes,Yes,54,Two year,No,Credit card (automatic)
8286-AFUYI,Consulting,No,No,1,Month-to-month,No,Electronic check
2868-LLSKM,EA,Yes,Yes,68,One year,Yes,Bank transfer (automatic)
4957-TREIR,Tax,No,No,3,Month-to-month,Yes,Credit card (automatic)
6416-TVAIH,Advisory,Yes,Yes,1,Month-to-month,Yes,Electronic check
9259-PACGQ,Audit,Yes,No,34,Month-to-month,No,Electronic check
2676-SSLTO,Consulting,No,No,49,Two year,Yes,Bank transfer (automatic)
8143-ETQTI,EA,Yes,Yes,23,Two year,Yes,Mailed check
0831-JNISG,Tax,Yes,Yes,71,Two year,No,Mailed check
3572-UOLYZ,Advisory,No,Yes,46,Month-to-month,Yes,Bank transfer (automatic)
7550-WIQVA,Audit,Yes,Yes,50,One year,Yes,Electronic check
7568-PODML,Consulting,No,No,1,Month-to-month,Yes,Mailed check
7567-ECMCM,EA,No,No,24,Month-to-month,Yes,Credit card (automatic)
6445-TNRXS,Tax,Yes,Yes,68,Two year,Yes,Bank transfer (automatic)
8174-LNWMW,Advisory,No,No,31,Two year,No,Credit card (automatic)
3566-CAAYU,Audit,Yes,Yes,64,Two year,No,Electronic check
2845-HSJCY,Consulting,Yes,Yes,14,Month-to-month,Yes,Electronic check
9501-UKKNL,EA,No,No,59,Month-to-month,Yes,Electronic check
5214-NLTIT,Tax,Yes,Yes,72,Two year,Yes,Credit card (automatic)
7295-JOMMD,Advisory,No,Yes,4,Month-to-month,Yes,Bank transfer (automatic)
3707-LRWZD,Audit,No,No,32,One year,No,Electronic check
2573-GYRUU,Consulting,Yes,No,48,Month-to-month,Yes,Credit card (automatic)
6295-OSINB,EA,Yes,No,72,Two year,Yes,Electronic check
3071-VBYPO,Tax,Yes,Yes,3,Month-to-month,No,Electronic check
8639-NHQEI,Advisory,Yes,Yes,72,Two year,Yes,Bank transfer (automatic)
5950-AAAGJ,Audit,No,No,18,Month-to-month,No,Bank transfer (automatic)
2274-XUATA,Consulting,Yes,No,72,Two year,Yes,Bank transfer (automatic)
5307-DZCVC,EA,Yes,No,32,Month-to-month,Yes,Credit card (automatic)
1564-NTYXF,Tax,No,No,13,Month-to-month,Yes,Electronic check
0909-SDHNU,Advisory,No,Yes,7,Month-to-month,No,Mailed check
5876-HZVZM,Audit,Yes,Yes,6,Month-to-month,No,Credit card (automatic)
1575-KRZZE,Consulting,No,No,4,Month-to-month,No,Electronic check
3752-CQSJI,EA,Yes,Yes,13,Month-to-month,Yes,Mailed check
0868-VJRDR,Tax,Yes,No,64,Two year,Yes,Credit card (automatic)
9584-EXCDZ,Advisory,No,No,17,Month-to-month,No,Bank transfer (automatic)
0980-PVMRC,Audit,Yes,Yes,40,Month-to-month,Yes,Electronic check
8108-UXRQN,Consulting,Yes,Yes,11,Month-to-month,No,Electronic check
6377-KSLXC,EA,No,No,5,Month-to-month,No,Mailed check
7892-QVYKW,Tax,Yes,Yes,23,Month-to-month,No,Electronic check
8932-CZHRQ,Advisory,No,No,68,One year,No,Credit card (automatic)
2254-DLXRI,Audit,No,No,1,Month-to-month,Yes,Mailed check
4077-HWUYD,Consulting,Yes,Yes,72,Two year,Yes,Bank transfer (automatic)
8745-PVESG,EA,No,No,57,One year,Yes,Credit card (automatic)
8261-GWDBQ,Tax,Yes,No,60,Two year,Yes,Bank transfer (automatic)
3258-SANFR,Advisory,No,No,6,Month-to-month,No,Credit card (automatic)
7449-HVPIV,Audit,Yes,Yes,55,Month-to-month,Yes,Credit card (automatic)
3244-CQPHU,Consulting,No,No,72,Two year,Yes,Bank transfer (automatic)
5208-FVQKB,EA,Yes,No,70,Two year,No,Mailed check
6413-XKKPU,Tax,Yes,Yes,17,Month-to-month,Yes,Electronic check
0003-MKNFE,Advisory,No,No,9,Month-to-month,No,Mailed check
3399-BMLVW,Audit,Yes,Yes,51,Two year,No,Credit card (automatic)
5996-EBTKM,Consulting,Yes,Yes,67,Two year,Yes,Bank transfer (automatic)
7595-EUIVN,EA,No,No,1,Month-to-month,No,Electronic check
8993-PHFWD,Tax,No,No,3,Month-to-month,No,Electronic check
7351-MHQVU,Advisory,No,No,6,Month-to-month,No,Credit card (automatic)
9700-ISPUP,Audit,Yes,Yes,10,Month-to-month,Yes,Electronic check
0682-USIXD,Consulting,Yes,No,21,Month-to-month,Yes,Electronic check
0023-XUOPT,EA,Yes,No,13,Month-to-month,No,Electronic check
8630-QSGXK,Tax,Yes,No,51,Two year,Yes,Bank transfer (automatic)
3458-IDMFK,Advisory,No,No,25,Two year,Yes,Mailed check
3642-BYHDO,Audit,Yes,Yes,71,Two year,No,Bank transfer (automatic)
2800-VEQXM,Consulting,No,No,3,Month-to-month,Yes,Mailed check
2514-GINMM,EA,No,No,1,Month-to-month,Yes,Electronic check
8065-BVEPF,Tax,No,No,65,Month-to-month,Yes,Bank transfer (automatic)
0687-ZVTHB,Advisory,Yes,Yes,65,One year,No,Credit card (automatic)
9361-YNQWJ,Audit,No,No,64,One year,Yes,Bank transfer (automatic)
1154-HYWWO,Consulting,No,No,38,One year,No,Mailed check
6198-PNNSZ,EA,Yes,No,56,One year,No,Bank transfer (automatic)
5893-KCLGT,Tax,No,Yes,72,Two year,Yes,Mailed check
0013-MHZWF,Advisory,No,Yes,9,Month-to-month,Yes,Credit card (automatic)
0582-AVCLN,Audit,No,No,38,Two year,No,Mailed check
4385-ZKVNW,Consulting,Yes,Yes,44,Month-to-month,Yes,Bank transfer (automatic)
7898-PDWQE,EA,Yes,No,71,Two year,No,Credit card (automatic)
8468-EHYJA,Tax,Yes,No,57,Month-to-month,Yes,Electronic check
2027-OAQQC,Advisory,No,No,43,Month-to-month,Yes,Bank transfer (automatic)
4359-INNWN,Audit,No,No,17,One year,No,Credit card (automatic)
9451-LPGOO,Consulting,No,No,7,Month-to-month,Yes,Electronic check
1981-INRFU,EA,No,No,2,Month-to-month,Yes,Electronic check
6292-TOSSS,Tax,No,No,50,Two year,No,Bank transfer (automatic)
9385-NXKDA,Advisory,Yes,No,72,Two year,Yes,Credit card (automatic)
9553-DLCLU,Audit,No,Yes,13,Two year,No,Credit card (automatic)
6429-SHBCB,Consulting,No,No,19,Month-to-month,No,Mailed check
3373-DIUUN,EA,Yes,Yes,30,Two year,No,Mailed check
1502-XFCVR,Tax,No,No,58,One year,Yes,Electronic check
3750-YHRYO,Advisory,Yes,Yes,7,One year,No,Mailed check
2400-FEQME,Audit,Yes,Yes,55,Two year,No,Mailed check
4451-RWASJ,Consulting,Yes,Yes,15,One year,Yes,Mailed check
8100-PNJMH,EA,Yes,Yes,68,Two year,Yes,Credit card (automatic)
5515-AKOAJ,Tax,No,No,54,Month-to-month,Yes,Electronic check
7895-VONWT,Advisory,No,No,25,Month-to-month,Yes,Electronic check
2013-SGDXK,Audit,No,No,1,Month-to-month,No,Electronic check
2545-LXYVJ,Consulting,Yes,No,72,Two year,No,Bank transfer (automatic)
0674-GCDXG,EA,No,No,63,Two year,Yes,Bank transfer (automatic)
4518-FZBSX,Tax,Yes,Yes,42,One year,No,Mailed check
4360-QRAVE,Advisory,No,No,37,Month-to-month,No,Electronic check
5687-DKDTV,Audit,No,No,4,Month-to-month,No,Mailed check
2788-CJQAQ,Consulting,No,No,13,One year,No,Mailed check
2621-UDNLU,EA,Yes,No,3,Month-to-month,No,Mailed check
9637-EIHEQ,Tax,No,No,1,Month-to-month,Yes,Electronic check
7691-XVTZH,Advisory,Yes,No,68,Two year,Yes,Bank transfer (automatic)
5424-RLQLC,Audit,No,No,10,Month-to-month,Yes,Mailed check
1599-MMYRQ,Consulting,Yes,Yes,62,One year,Yes,Credit card (automatic)
9588-YRFHY,EA,No,No,49,Two year,Yes,Credit card (automatic)
5970-GHJAW,Tax,Yes,Yes,46,Two year,No,Credit card (automatic)
6203-HBZPA,Advisory,No,No,52,Two year,No,Credit card (automatic)
2208-NQBCT,Audit,Yes,Yes,26,Month-to-month,No,Electronic check
4694-PHWFW,Consulting,No,Yes,8,Month-to-month,No,Mailed check
7817-BOQPW,EA,No,No,2,Month-to-month,Yes,Electronic check
0042-RLHYP,Tax,Yes,Yes,69,Two year,No,Bank transfer (automatic)
9626-WEQRM,Advisory,No,No,4,Month-to-month,Yes,Mailed check
5035-BVCXS,Audit,No,No,11,Month-to-month,Yes,Mailed check
0423-UDIJQ,Consulting,No,No,9,Month-to-month,No,Mailed check
5766-XQXMQ,EA,No,No,29,Month-to-month,Yes,Bank transfer (automatic)
4250-WAROZ,Tax,Yes,Yes,60,Month-to-month,Yes,Electronic check
9057-MSWCO,Advisory,Yes,No,27,Month-to-month,No,Credit card (automatic)
6217-KDYWC,Audit,No,Yes,57,Two year,Yes,Mailed check
6390-DSAZX,Consulting,No,Yes,1,Month-to-month,Yes,Mailed check
3186-BAXNB,EA,No,No,1,Month-to-month,No,Electronic check
8917-FAEMR,Tax,No,No,37,Two year,No,Mailed check
8204-YJCLA,Advisory,Yes,Yes,72,Two year,Yes,Bank transfer (automatic)
8714-EUHJO,Audit,Yes,Yes,31,Month-to-month,Yes,Electronic check
8878-RYUKI,Consulting,No,No,52,Month-to-month,Yes,Electronic check
6941-KXRRV,EA,Yes,No,48,One year,Yes,Bank transfer (automatic)
1894-IGFSG,Tax,No,No,22,Month-to-month,No,Electronic check
5899-MQZZL,Advisory,No,No,13,Month-to-month,Yes,Mailed check
9152-AMKAK,Audit,No,No,6,Two year,Yes,Mailed check
6135-OZQVA,Consulting,No,No,7,Month-to-month,Yes,Electronic check
3407-JMJQQ,EA,Yes,Yes,71,Two year,Yes,Bank transfer (automatic)
4919-MOAVT,Tax,No,Yes,3,Month-to-month,No,Electronic check
5825-XJOCM,Advisory,No,Yes,48,One year,Yes,Bank transfer (automatic)
3948-FVVRP,Audit,Yes,Yes,9,Month-to-month,No,Mailed check
3070-DVEYC,Consulting,No,No,7,Month-to-month,No,Mailed check
6240-EURKS,EA,No,Yes,18,Month-to-month,Yes,Electronic check
